//CHER
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_Reais							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> Real_1, 	1					// Currency Classname, Currency Money Value
	<Currency> Real_2, 	2
	<Currency> Real_5, 	5
	<Currency> Real_10, 	10
	<Currency> Real_20, 	20
	<Currency> Real_50, 	50
	<Currency> Real_100, 	100
	<Currency> Real_200, 	200


<Trader> Consumiveis							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetais							// Category Name
		CaninaBerry,		         	*,		100,		30	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,		        	*,		100,		30	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		30	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		30	// Sellvalue -1 means it can not be selled
		SNAFU_M200Green,                   W,		-1,			5000
		SNAFU_M200SNOW,	                   W,		-1,			5000
		GCGN_M200_Tan,                     W,		-1,			5000
		Snafu_pkp_Black_GUN,               W,		100000,	        	10000
		SNAFUM96,                          W,		-1,			10000
		SNAFUGM6Lynx,                      W,		-1,	         	10000
		GCGN_M82_Barret,                   W,		150000,	        10000
		SNAFUAX50_GUN,                     W,		160000,		10000
		SNAFU_AS50_GUN,                    W,		160000,		10000
		SNAFUASh12,                        W,		130000,		10000
		SNAFUVSSK,		           W,		130000,		10000
		SNAFUAlligator,                    W,		200000,		10000
		ttar9,                             W,		-1,		        5000

	
	
   	<Category> Armas Velha Guarda
	        ArzzzM249SAW,  				                  W,		  -1,		  5000
	        ArzzzM240,  				                  W,		  -1,		  5000
	        ArzzzPKM,  				                  W, 		  -1,		  5000
	        ArzzzVSSK,  				                  W,		  -1, 		  5000
        	ArzzzBarret,  				                  W,		  -1, 		  3000
	        ArzzzM98B,   				                  W,		  -1,		  3000
        	ArzzzL96A1,  				                  W,		  -1,		  5000
        	ArzzzM200,   				                  W,		  -1,		  5000
        	ArzzzKSVK,  				                  W,		  -1,		  5000
        	ArzzzKORD,   				                  W,		  -1,		  10000
        	ArzzzMinigun,  				                  W,		  -1,		  20000
        	ArzzzSVD,  				                  W,		  -1, 		  5000
        	ArzzzM300,  				                  W,		  -1, 		  5000
        	ArzzzDROB,  				                  W,		  -1, 		  5000
        	ArzzzDROBShort,  				          W,		  -1, 		  5000
        	ArzzzM79,  				                  W,		  -1, 		  5000
		Crossbow_Summer,			    	    	  W,		  -1,		  2500
		Crossbow_Wood,			  	    	          W,		  -1,		  2500
		Crossbow_Black,				    	    	  W,		  -1,		  2500
		Crossbow_Autumn,				    	  W,		  -1,		  2500
		BRTX_ScarH_Camo14,				W,			-1,		3900
		BRTX_ScarH_Camo16,				W,			-1,		3900
		BRTX_ScarH_Camo21,				W,			-1,		3900
		BRTX_ScarH_Camo24,				W,			-1,		3900
		BRTX_ScarH_Camo27,				W,			-1,		3900
		BRTX_ScarH_Camo33,				W,			-1,		3900
		BRTX_ScarH_Camo33A,				W,			-1,		3900
		BRTX_ScarH_Camo33B,				W,			-1,		3900
		BRTX_ScarH_Camo34,				W,			-1,		3900
		BRTX_ScarH_Camo40,				W,			-1,		3900
		BRTX_ScarH_Camo41,				W,			-1,		3900
		BRTX_ScarH_Camo43,				W,			-1,		3900
		BRTX_ScarH_Camo44,				W,			-1,		3900
		BRTX_ScarH_Camo45,				W,			-1,		3900
		BRTX_ScarH_Camo46,				W,			-1,		3900
		BRTX_ScarH_Camo48,				W,			-1,		3900
		BRTX_ScarH_Camo49,				W,			-1,		3900
		BRTX_ScarH_Camo51,				W,			-1,		3900
		BRTX_ScarH_Camo52,				W,			-1,		3900
		BRTX_ScarH_Camo53,				W,			-1,		3900
		BRTX_ScarH_Camo56,				W,			-1,		3900
		BRTX_ScarH_Camo60,				W,			-1,		3900
		BRTX_ScarH_Camo63,				W,			-1,		3900
		BRTX_ScarH_Camo64,				W,			-1,		3900
		BRTX_ScarH_Camo65,				W,			-1,		3900
		BRTX_ScarH_Camo77,				W,			-1,		3900
		BRTX_ScarH_Camo78,				W,			-1,		3900
		BRTX_ScarH_Camo79,				W,			-1,		3900
		BRTX_ScarH_Camo81,				W,			-1,		3900
		BRTX_ScarH_Camo101,				W,			-1,		3900
		BRTX_ScarH_Camo109,				W,			-1,		3900
		BRTX_ScarH_Camo120,				W,			-1,		3900
		BRTX_ScarH_Camo121,				W,			-1,		3900
		BRTX_ScarH_Camo122,				W,			-1,		3900
		BRTX_ScarH_Camo149,				W,			-1,		3900
		BRTX_ScarH_Camo155,				W,			-1,		3900
		BRTX_ScarH_Camo156,				W,			-1,		3900
		BRTX_ScarH_Camo167,				W,			-1,		3900
		BRTX_ScarH_Camo210,				W,			-1,		3900
		BRTX_ScarH_Camo253,				W,			-1,		3900
		BRTX_ScarH_Camo256,				W,			-1,		3900
		BRTX_ScarH_Camo257,				W,			-1,		3900
		BRTX_ScarH_Camo258,				W,			-1,		3900
		BRTX_ScarH_Camo259,				W,			-1,		3900
		BRTX_ScarH_Camo260,				W,			-1,		3900
		BRTX_ScarH_Camo261,				W,			-1,		3900
		BRTX_ScarH_Camo262,				W,			-1,		3900
		BRTX_ScarH_Camo263,				W,			-1,		3900
		BRTX_ScarH_Camo264,				W,			-1,		3900
		BRTX_ScarH_Camo287,				W,			-1,		3900
		BRTX_ScarH_Camo294,				W,			-1,		3900
		BRTX_ScarH_Camo346,				W,			-1,		3900
		BRTX_ScarH_Camo352,				W,			-1,		3900
		BRTX_ScarH_Camo355,				W,			-1,		3900
		BRTX_ScarH_Camo356,				W,			-1,		3900
		BRTX_ScarH_Camo370,				W,			-1,		3900
		BRTX_ScarH_DarkWolf,			W,			-1,		3900
		BRTX_ScarH_Dragon,				W,			-1,		3900
		BRTX_ScarH_Dragon2,				W,			-1,		3900
		BRTX_ScarH_Dragon3,				W,			-1,		3900
		BRTX_ScarH_Dragon4,				W,			-1,		3900
		BRTX_ScarH_Dragon5,				W,			-1,		3900
		BRTX_ScarH_Dragon6,				W,			-1,		3900
		BRTX_ScarH_Dragon7,				W,			-1,		3900
		BRTX_ScarH_Dragon8,				W,			-1,		3900
		BRTX_ScarH_Dragon9,				W,			-1,		3900
		BRTX_ScarH_Dragon10,			W,			-1,		3900
		BRTX_ScarH_Dragon11,			W,			-1,		3900
		BRTX_ScarH_Dragon12,			W,			-1,		3900
		BRTX_ScarH_Dragon13,			W,			-1,		3900
		BRTX_ScarH_Dragon14,			W,			-1,		3900
		BRTX_ScarH_Dragon15,			W,			-1,		3900
		BRTX_ScarH_Dragon16,			W,			-1,		3900
		BRTX_ScarH_Dragon17,			W,			-1,		3900
		BRTX_ScarH_Gold,				W,			-1,		3900
		BRTX_ScarH_Obsidian,			W,			-1,		3900
		BRTX_ScarH_Snake,				W,			-1,		3900
		BRTX_ScarH_Snake2,				W,			-1,		3900
		BRTX_ScarH_Snake3,				W,			-1,		3900
		BRTX_ScarH_Snake4,				W,			-1,		3900
		BRTX_ScarH_Snake5,				W,			-1,		3900
		BRTX_ScarH_Snake6,				W,			-1,		3900
		BRTX_ScarH_Snake7,				W,			-1,		3900
		BRTX_ScarH_Snake8,				W,			-1,		3900
		BRTX_ScarH_Snake9,				W,			-1,		3900
		BRTX_ScarH_Snake10,				W,			-1,		3900
		BRTX_ScarH_Snake11,				W,			-1,		3900
		BRTX_ScarH_Snake12,				W,			-1,		3900
		BRTX_ScarH_Vanta,				W,			-1,		3900
		BRTX_Kivaari_Camo14,			W,			-1,		3500
		BRTX_Kivaari_Camo16,			W,			-1,		3500
		BRTX_Kivaari_Camo21,			W,			-1,		3500
		BRTX_Kivaari_Camo24,			W,			-1,		3500
		BRTX_Kivaari_Camo27,			W,			-1,		3500		
		BRTX_Kivaari_Camo33,			W,			-1,		3500
		BRTX_Kivaari_Camo34,			W,			-1,		3500
		BRTX_Kivaari_Camo40,			W,			-1,		3500		
		BRTX_Kivaari_Camo41,			W,			-1,		3500
		BRTX_Kivaari_Camo43,			W,			-1,		3500
		BRTX_Kivaari_Camo44,			W,			-1,		3500
		BRTX_Kivaari_Camo45,			W,			-1,		3500		
		BRTX_Kivaari_Camo46,			W,			-1,		3500
		BRTX_Kivaari_Camo48,			W,			-1,		3500
		BRTX_Kivaari_Camo49,			W,			-1,		3500
		BRTX_Kivaari_Camo51,			W,			-1,		3500
		BRTX_Kivaari_Camo52,			W,			-1,		3500
		BRTX_Kivaari_Camo53,			W,			-1,		3500
		BRTX_Kivaari_Camo56,			W,			-1,		3500
		BRTX_Kivaari_Camo60,			W,			-1,		3500
		BRTX_Kivaari_Camo63,			W,			-1,		3500
		BRTX_Kivaari_Camo64,			W,			-1,		3500
		BRTX_Kivaari_Camo65,			W,			-1,		3500
		BRTX_Kivaari_Camo77,			W,			-1,		3500
		BRTX_Kivaari_Camo78,			W,			-1,		3500
		BRTX_Kivaari_Camo79,			W,			-1,		3500
		BRTX_Kivaari_Camo81,			W,			-1,		3500		
		BRTX_Kivaari_Camo101,			W,			-1,		3500
		BRTX_Kivaari_Camo109,			W,			-1,		3500
		BRTX_Kivaari_Camo111,			W,			-1,		3500
		BRTX_Kivaari_Camo120,			W,			-1,		3500
		BRTX_Kivaari_Camo121,			W,			-1,		3500
		BRTX_Kivaari_Camo122,			W,			-1,		3500
		BRTX_Kivaari_Camo149,			W,			-1,		3500
		BRTX_Kivaari_Camo155,			W,			-1,		3500
		BRTX_Kivaari_Camo156,			W,			-1,		3500
		BRTX_Kivaari_Camo167,			W,			-1,		3500
		BRTX_Kivaari_Camo210,			W,			-1,		3500
		BRTX_Kivaari_Camo253,			W,			-1,		3500
		BRTX_Kivaari_Camo256,			W,			-1,		3500
		BRTX_Kivaari_Camo257,			W,			-1,		3500
		BRTX_Kivaari_Camo258,			W,			-1,		3500
		BRTX_Kivaari_Camo259,			W,			-1,		3500
		BRTX_Kivaari_Camo260,			W,			-1,		3500
		BRTX_Kivaari_Camo261,			W,			-1,		3500
		BRTX_Kivaari_Camo262,			W,			-1,		3500
		BRTX_Kivaari_Camo263,			W,			-1,		3500
		BRTX_Kivaari_Camo264,			W,			-1,		3500
		BRTX_Kivaari_Dragon,			W,			-1,		3500
		BRTX_Kivaari_Dragon2,			W,			-1,		3500
		BRTX_Kivaari_Dragon3,			W,			-1,		3500
		BRTX_Kivaari_Dragon4,			W,			-1,		3500
		BRTX_Kivaari_Dragon5,			W,			-1,		3500
		BRTX_Kivaari_Dragon6,			W,			-1,		3500
		BRTX_Kivaari_Dragon7,			W,			-1,		3500
		BRTX_Kivaari_Dragon8,			W,			-1,		3500
		BRTX_Kivaari_Dragon9,			W,			-1,		3500
		BRTX_Kivaari_Dragon10,			W,			-1,		3500
		BRTX_Kivaari_Dragon11,			W,			-1,		3500
		BRTX_Kivaari_Dragon12,			W,			-1,		3500
		BRTX_Kivaari_Dragon13,			W,			-1,		3500
		BRTX_Kivaari_Dragon14,			W,			-1,		3500
		BRTX_Kivaari_Dragon15,			W,			-1,		3500
		BRTX_Kivaari_Dragon16,			W,			-1,		3500
		BRTX_Kivaari_Dragon17,			W,			-1,		3500
		BRTX_Kivaari_Evil,				W,			-1,		3500
		BRTX_Kivaari_Evil2,				W,			-1,		3500
		BRTX_Kivaari_Gold,				W,			-1,		3500
		BRTX_Kivaari_Obsidian,			W,			-1,		3500
		BRTX_Kivaari_Snake,				W,			-1,		3500
		BRTX_Kivaari_Snake2,			W,			-1,		3500
		BRTX_Kivaari_Snake3,			W,			-1,		3500
		BRTX_Kivaari_Snake4,			W,			-1,		3500
		BRTX_Kivaari_Snake5,			W,			-1,		3500
		BRTX_Kivaari_Snake6,			W,			-1,		3500
		BRTX_Kivaari_Snake7,			W,			-1,		3500
		BRTX_Kivaari_Snake8,			W,			-1,		3500
		BRTX_Kivaari_Snake9,			W,			-1,		3500
		BRTX_Kivaari_Snake10,			W,			-1,		3500
		BRTX_Kivaari_Snake11,			W,			-1,		3500
		BRTX_Kivaari_Snake12,			W,			-1,		3500
		BRTX_Kivaari_Vanta,				W,			-1,		3500
		BRTX_Alligator_Alligator1,		W,			-1,		10000
		BRTX_Alligator_Alligator2,		W,			-1,		10000
		BRTX_Alligator_Alligator3,		W,			-1,		10000
		BRTX_Alligator_Alligator4,		W,			-1,		10000
		BRTX_Alligator_Alligator5,		W,			-1,		10000
		BRTX_Alligator_Alligator6,		W,			-1,		10000
		BRTX_Alligator_Alligator7,		W,			-1,		10000
		BRTX_Alligator_Alligator8,		W,			-1,		10000
		BRTX_Alligator_Alligator9,		W,			-1,		10000
		BRTX_Alligator_Alligator10,		W,			-1,		10000
		BRTX_Alligator_Alligator11,		W,			-1,		10000
		BRTX_Alligator_Alligator12,		W,			-1,		10000
		BRTX_Alligator_Dragon1,			W,			-1,		10000
		BRTX_Alligator_Dragon2,			W,			-1,		10000
		BRTX_Alligator_Dragon3,			W,			-1,		10000
		BRTX_Alligator_Dragon4,			W,			-1,		10000
		BRTX_Alligator_Dragon5,			W,			-1,		10000
		BRTX_Alligator_Dragon6,			W,			-1,		10000
		BRTX_Alligator_Dragon7,			W,			-1,		10000
		BRTX_Alligator_Dragon8,			W,			-1,		10000
		BRTX_Alligator_Dragon9,			W,			-1,		10000
		BRTX_Alligator_Dragon10,		W,			-1,		10000
		BRTX_Alligator_Dragon11,		W,			-1,		10000
		BRTX_Alligator_Dragon12,		W,			-1,		10000
		BRTX_Alligator_Dragon13,		W,			-1,		10000
		BRTX_Alligator_Dragon14,		W,			-1,		10000
		BRTX_Alligator_Dragon15,		W,			-1,		10000
		BRTX_Alligator_Dragon16,		W,			-1,		10000
		BRTX_Alligator_Dragon17,		W,			-1,		10000
		BRTX_Alligator_Snake,			W,			-1,		10000
		BRTX_Alligator_Snake2,			W,			-1,		10000
		BRTX_Alligator_Snake3,			W,			-1,		10000
		BRTX_Alligator_Snake3A,			W,			-1,		10000
		BRTX_Alligator_Snake4,			W,			-1,		10000
		BRTX_Alligator_Snake5,			W,			-1,		10000
		BRTX_Alligator_Snake9,			W,			-1,		10000
		BRTX_Alligator_Snake10,			W,			-1,		10000
		BRTX_Alligator_Snake11,			W,			-1,		10000
		BRTX_Alligator_Snake12,			W,			-1,		10000
		BRTX_Alligator_Snake12A,		W,			-1,		10000
		BRTX_Alligator_Snake13,			W,			-1,		10000
		BRTX_Alligator_Snake13A,		W,			-1,		10000
		BRTX_Alligator_Snake14,			W,			-1,		10000
		BRTX_Alligator_Snake15,			W,			-1,		10000
		BRTX_Alligator_Snake16,			W,			-1,		10000
		BRTX_Alligator_Snake17,			W,			-1,		10000
		BRTX_Alligator_Snake18,			W,			-1,		10000
		BRTX_Alligator_Snow,			W,			-1,		10000

   	<Category> Especiais
		FS_GausRifle,			        W,			5000000,	1000000
                 

<Trader> Heli Porto
	<Category> Helicópteros FREE, SEM GARANTIA
             Helipolice_SIB4,                        VNK,            2200000,          1000000
             Helipolice_swat_SIB5,                   VNK,            2500000,          1000000

	<Category> Helicópteros Red Falcon
                RFFSHeli_EC135,                        VNK,            3500000,          1100000
                RFFSHeli_Ka26,                         VNK,            4500000,          1100000

	<Category> Peças             
                RFFSHeli_aviation_battery,	        *,              1000,	100
                RFFSHeli_igniter_plug,	                *,              1000,	100
                RFFSHeli_hydraulic_hoses,	        *,              1000,	100
                RFFSHeli_wiring_harness,	        *,              1000,	100               

	<Category> Chaves de Veículos
		MCK_CarKey_Blue,	                *,              1000,	100 		// The choosen Classname here only gets displayed in the UI (Name/Description); Make Sure SellValue is set to -1
		MCK_CarKey_Green,    		        *,              1000,   100		// The choosen Classname here only gets displayed in the UI (Name/Description); Make Sure SellValue is set to -1
	        MCK_CarKey_White,	                *,              1000,	100
	        MCK_CarKey_Yellow,	                *,              1000,	100
	        MCK_CarKey_Red,	                        *,              1000,	100
	
	<Category> Chaveiros
                MCK_CarKeyTag_Black,	                *,              800,	100
                MCK_CarKeyTag_Blue,	                *,              800,	100
                MCK_CarKeyTag_Green,	                *,              800,	100
                MCK_CarKeyTag_Grey,	                *,              800,	100
                MCK_CarKeyTag_Red,	                *,              800,	100
                MCK_CarKeyTag_White,	                *,              800,	100
                MCK_CarKeyTag_Yellow,	                *,              800,	100

<Trader> Acessórios
        <Category> Carregadores SNAFU 
		SNAFUAPS_20rdMag,                   *,		200,			150
		SN_Springfield_Mag,                 *,		275,			175
		SN_Mp443_Mag,                       *,		275,			175
		SN_M9_Mag,                          *,		275,			175
		GCGN_Vityaz_30Rnd,                  *,		300,			100
		Tec9_Mag,                           *,		300,			100
		SNAFUVECTOR_9mm_Mag,                *,		400,			150
		SNAFU_MP9_30rnd_Mag,                *,		300,			100
		SNAFU_Fort12_12rnd_Mag,             *,		275,			200
		SNAFU_MPX_30rnd_Mag,                *,		300,			100
		SNAFU_Agram_32rnd_Mag,              *,		400,			150
		SNAFUKH9_30rdMag,                   *,		300,			100
		SNAFUSten_32rdMag,                  *,		400,			150
		SNAFU_PDW_9mm_Mag,                  *,		400,			150
		SNAFU_PDW_45ACP_Mag,                *,		400,			150
		SNAFUUzi_32rdMag,                   *,		400,			150
		SNAFUUzi_72rdMag,                   *,		1000,			200
		SN_USP_Mag,                         *,		275,			200
		SNAFUVECTOR_45acp_Mag,              *,		400,			150
		SNAFUThompsonMk2_30rdMag,           *,		300,			100
		GCGN_MP7_40Rnd,                     *,		800,			250
		SNAFUP90_50rdMag,                   *,		1000,			200
		SN_Auto_Shotgun_Mag,                *,		2500,			200
		VR80_Magazine_5rd,                  *,		1000,			200
		VR80_Magazine_10rd,                 *,		1500,			200
		AA12_Mag,                           *,		4000,			200
		SNAFU_SR3Vikhr_Mag,                 *,		2000,			200
		SNAFU_M1918A2_Mag,                  *,		1000,			200
		SNAFU_AK12_Mag,                     *,		2000,			200
		SNAFU_RPK16_Black_Mag,              *,		6000,			200
		SNAFU_RPK16_Green_Mag,              *,		6000,			200
		SNAFU_RPK16_Tan_Mag,                *,		6000,			200
		SNAFU_U100_Mag,                     *,		9000,			200
		SNAFU_PMAG556_Black,                *,		2000,			200
		SNAFU_PMAG556_Grey,                 *,		2000,			200
		SNAFU_PMAG556_OD,                   *,		2000,			200
		SNAFU_PMAG556_Tan,                  *,		2000,			200
		SNAFU_BMAG556_Black,                *,		10000,			200
		SNAFU_BMAG556_Tan,                  *,		10000,			200
		SNAFU_CMAG30556_Black,              *,		2000,			200
		SNAFU_CMAG30556_Tan,                *,		2000,			200
		SNAFU_CMAG40556_Black,              *,		2500,			200
		SNAFU_CMAG40556_Tan,                *,		2500,			200
		SNAFU_CMAG60556_Black,              *,		4000,			200
		SNAFU_CMAG60556_Tan,                *,		4000,			200
		GCGN_HK416_Mag,                     *,		4000,			200
		SNAFU_CMAG30300_Black,              *,		2000,			200
		SNAFU_CMAG30300_Tan,                *,		2000,			200
		SNAFU_CMAG40300_Black,              *,		2500,			200
		SNAFU_CMAG40300_Tan,                *,		2500,			200
		SNAFU_CMAG60300_Black,              *,		4000,			200
		SNAFU_CMAG60300_Tan,                *,		4000,			200
		SNAFU_BMAG300_Tan,                  *,		10000,			200
		SNAFU_BMAG300_Black,                *,		10000,			200
		SG550_Mag,                          *,		2000,			200
		SNAFUAUG_30rdMag,                   *,		2000,			200
		SNAFUMk12_20rdMag,                  *,		1500,			200
		GCGN_M249_Mag,                      *,		12000,			200
		SNAFU_KAC_Mag,                      *,		2000,			200
		SNAFUHoneyBadger_30rdMag_Black,     *,		2000,			200
		SNAFUHoneyBadger_30rdMag_Tan,       *,		2000,			200
		SNAFUAR15_SPR_30RND_Mag,            *,		2000,			200
		SNAFUAR15_SPR_40RND_Mag,            *,		2500,			200
		SNAFUAR15_SPR_60RND_Mag,            *,		4000,			200
		SNAFUAR15_SPR_100RND_Mag,           *,		10000,			200
		SNAFUPPSh_71rdMag,                  *,		4000,			200
		SNAFU_SKS_10Rnd_Mag,                *,		1000,			200
		SNAFU_SKS_30Rnd_Mag,                *,		3000,			200
		GCGN_VEPR_10rnd,                    *,		1000,			200
		SNAFUPPSKN_30rdMag,                 *,		3000,			200
		SNAFU_AK103_Mag,                    *,		3000,			200
		SNAFURPD_100rdMag,                  *,		12000,			200
		SNAFU_M14_Mag,                      *,		4000,			200
		SNAFU_M76_Mag,                      *,		2000,			200
		SNAFU_FRF2_Mag,                     *,		2000,			200
		GCGN_M110_Mag,		            *,		4000,			200
		SNAFU_SR25_Mag,                     *,		4000,			200
		SNAFU_Saint_Mag,                    *,		4000,			200
		SNAFURSASS_Mag,                     *,		4000,			200
		GCGN_M700_Mag,                      *,		2000,			200
		SNHK417_Mag,                        *,		4000,			200
		Modified_SA58_30RND_BK,             *,		6000,			200
		Modified_SA58_30RND_WBK,            *,		6000,			200
		Modified_SA58_30RND_DT,             *,		6000,			200
		SA58_DrumMag,                       *,		10000,			200
		SA58_30RND_BK,                      *,		6000,			200
		SA58_30RND_WBK,                     *,		6000,			200
		SA58_30RND_DT,                      *,		6000,			200
		GCGN_Mag_FAL_50Rnd,                 *,		10000,			200
		SNAFUM1A_20rdMag,                   *,		4000,			200
		SNAFU_AK308_Mag,                    *,		4000,			200
		Snafu_ScarH_25RND_Mag_BK,           *,		4250,			200
		Snafu_ScarH_25RND_Mag_DKMC,         *,		4250,			200
		Snafu_ScarH_25RND_Mag_OD,           *,		4250,			200
		Snafu_ScarH_25RND_Mag_Snow,         *,		4250,			200
		Snafu_ScarH_25RND_Mag_Tan,          *,		4250,			200
		SNAFU_ScarH_100RND_Mag_Black,       *,		20000,			200
		SNAFU_ScarH_100RND_Mag_Tan,         *,		20000,			200
		Snafu_pkp_250RND_Mag,               *,		35000,			200
		SNAFUM24_Mag,                       *,		8000,			200
		SNAFU_AWM_Mag,                      *,		8000,			200
		SNAFUM98B_Mag,                      *,		15000,			200
		SNAFUT5000_Mag,                     *,		8000,			200
		SNAFUSRSA2_10rdMag,                 *,		15000,			200
		SNAFUTac21_5rdMag,                  *,		8000,			200
		SNAFUDVL10M2_5rdMag,                *,		8000,			200
		SNAFU_Mar10_15rnd_Mag,              *,		20000,			200
		SNAFUGevar_10rdMag,                 *,		15000,			200
		SNAFUKivaari_10rdMag,               *,		15000,			200
		SNAFUKivaari_25rdMag,               *,		24000,			200
		SNAFU_M300Mag,	                    *,		35000,			200
		GCGN_M200_Mag,                      *,		35000,			200
		SNAFUM96_5rdMag,                    *,		35000,			200
		SNAFUGM6Lynx_5rdMag,                *,		35000,			200
		GCGN_M82_Mag,                       *,		40000,			200
		SNAFUAX50_Mag,                      *,		35000,			200
		SNAFU_AS50_Mag,                     *,		40000,			200
		SNAFUASh12_20rdMag,                 *,		45000,			200
		SNAFUAlligator_5rdMag,              *,		45000,			200

	<Category> Miras SNAFU 
		GCGN_M84_Optic,	                    *,		1500,			450
		SNAFU_HuntingOptic,                 *,		1500,			450
		SNAFU_AKHuntingOptic,               *,		1500,			450
		SNAFU_HHuntingOptic,                *,		1500,			450
		SNAFU_MHuntingOptic,                *,		1500,			450
		SNAFU_M14Optic,                     *,		1500,			450
		SNAFU_Nightforce,                   *,		1500,			450
		SNAFU_AKNightforce,                 *,		1500,			450
		SNAFU_HNightforce,                  *,		1500,			450
		SNAFU_MNightforce,                  *,		1500,			450
		SNAFU_Leupold_Mark8,                *,		1500,			450
		SNAFU_AKLeupold_Mark8,              *,		1500,			450
		SNAFU_HLeupold_Mark8,               *,		1500,			450
		SNAFU_MLeupold_Mark8,               *,		1500,			450
		SNAFU_Kahles,                       *,		1500,			450
		SNAFU_AKKahles,                     *,		1500,			450
		SNAFU_HKahles,                      *,		1500,			450
		SNAFU_MKahles,                      *,		1500,			450
		SNAFU_Aimpoint_ACO,                 *,		1500,			450
		SNAFU_AKAimpoint_ACO,               *,		1500,			450
		SNAFU_HAimpoint_ACO,                *,		1500,			450
		SNAFU_MAimpoint_ACO,                *,		1500,			450
		SNAFU_Aimpoint_M5,                  *,		1500,			450
		SNAFU_AKAimpoint_M5,                *,		1500,			450
		SNAFU_HAimpoint_M5,                 *,		1500,			450
		SNAFU_MAimpoint_M5,                 *,		1500,			450
		SNAFU_Elcan,                        *,		1500,			450
		SNAFU_AKElcan,                      *,		1500,			450
		SNAFU_HElcan,                       *,		1500,			450
		SNAFU_MElcan,                       *,		1500,			450
		SNAFU_EOTech_EXPS3,                 *,		1500,			450
		SNAFU_AKEOTech_EXPS3,               *,		1500,			450
		SNAFU_HEOTech_EXPS3,                *,		1500,			450
		SNAFU_MEOTech_EXPS3,                *,		1500,			450
		SNAFU_Trijicon,                     *,		1500,			450
		SNAFU_AKTrijicon,                   *,		1500,			450
		SNAFU_Trijicon_Docter,              *,		1500,			450
		SNAFU_AKTrijicon_Docter,            *,		1500,			450
		SNAFU_HTrijicon,                    *,		1500,			450
		SNAFU_HTrijicon_Docter,             *,		1500,			450
		SNAFU_MTrijicon,                    *,		1500,			450
		SNAFU_MTrijicon_Docter,             *,		1500,			450
		SNAFU_Walther,                      *,		1500,			450
		SNAFU_AKWalther,                    *,		1500,			450
		SNAFU_HWalther,                     *,		1500,			450
		SNAFU_MWalther,                     *,		1500,			450
		SNAFU_Docter,                       *,		1500,			450
		SNAFU_Tango6T_Black,                *,		1500,			450
		SNAFU_Tango6T_Tan,                  *,		1500,			450
		SNAFU_Tango6T_Wood,                 *,		1500,			450
		SNAFU_Tango6T_Snow,                 *,		1500,			450
		SNAFU_AKTango6T_Black,              *,		1500,			450
		SNAFU_AKTango6T_Tan,                *,		1500,			450
		SNAFU_AKTango6T_Wood,               *,		1500,			450
		SNAFU_AKTango6T_Snow,               *,		1500,			450
		SNAFU_MTango6T_Black,               *,		1500,			450
		SNAFU_MTango6T_Tan,                 *,		1500,			450
		SNAFU_MTango6T_Wood,                *,		1500,			450
		SNAFU_MTango6T_Snow,                *,		1500,			450
		SNAFU_Kobra,                        *,		1500,			450
		SNAFU_IRONMODOptic,                 *,		1500,			450

	<Category> Guarda mão SNAFU  
		SNAFU_GADAR,			    *,		500,			200
		SNAFU_HG625,                        *,		500,			200
		SNAFU_HGGS,                         *,		500,			200
		SNAFU_MCMR07,                       *,		500,			200
		SNAFU_MCMR08,                       *,		500,			200
		SNAFU_MCMR09,                       *,		500,			200
		SNAFU_MCMR10,                       *,		500,			200
		SNAFU_MCMR13,                       *,		500,			200
		SNAFU_MCMR15,                       *,		500,			200
		SNAFU_HGMlok,                       *,		500,			200
		SNAFU_HGMlok_Tan,                   *,		500,			200
		SNAFU_MK7,                          *,		500,			200
		SNAFU_MK9,                          *,		500,			200
		SNAFU_MK10,                         *,		500,			200
		SNAFU_MK13,                         *,		500,			200
		SNAFU_MK15,                         *,		500,			200
		SNAFU_LVOAHG,                       *,		500,			200
		SNAFU_MK47HG,                       *,		500,			200
		SNAFU_SR3HG,                        *,		500,			200
		SNAFU_AK_HG,                        *,		500,			200
		SNAFU_M249HG,                       *,		500,			200
		
        <Category> Coronhas SNAFU 
		SA58_Stock,		            *,		250,			200
		SNAFU_AK_AR_Stock,                  *,		250,			200
		SNAFU_M4SS_Stock,                   *,		250,			200
		SNAFU_MOE_Stock,                    *,		250,			200
		SNAFU_PRSGen3_Stock,                *,		250,			200
		SNAFU_SCQR_Stock,                   *,		250,			200
		SNAFU_SADAR_Stock,                  *,		250,			200
		SNAFU_SBA_Stock,                    *,		250,			200
